Object	Object type	Relation source	Relation source type	Relation target	Relation target type
vav 3 oncogene [Homo sapiens] interacts with SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Helper_PPI (good experimental evidence)	vav 3 oncogene [Homo sapiens]	Protein	SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein
RecQ protein-like 5 isoform 2 [Homo sapiens] interacts with mitogen-activated protein kinase 8 interacting protein 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	RecQ protein-like 5 isoform 2 [Homo sapiens]	Protein	mitogen-activated protein kinase 8 interacting protein 1 [Homo sapiens]	Protein
interleukin 2 receptor beta precursor [Homo sapiens] interacts with signal transducer and activator of transcription 5A [Homo sapiens]	Helper_PPI (good experimental evidence)	interleukin 2 receptor beta precursor [Homo sapiens]	Protein	signal transducer and activator of transcription 5A [Homo sapiens]	Protein
activin A type IIB receptor precursor [Homo sapiens] interacts with TGF beta receptor associated protein -1 [Homo sapiens]	Helper_PPI (good experimental evidence)	activin A type IIB receptor precursor [Homo sapiens]	Protein	TGF beta receptor associated protein -1 [Homo sapiens]	Protein
MAP/microtubule affinity-regulating kinase 4 [Homo sapiens] interacts with protein kinase C, iota [Homo sapiens]	Helper_PPI (good experimental evidence)	MAP/microtubule affinity-regulating kinase 4 [Homo sapiens]	Protein	protein kinase C, iota [Homo sapiens]	Protein
notch1 preproprotein [Homo sapiens] interacts with p300/CBP-associated factor [Homo sapiens]	Helper_PPI (good experimental evidence)	notch1 preproprotein [Homo sapiens]	Protein	p300/CBP-associated factor [Homo sapiens]	Protein
v-erb-a erythroblastic leukemia viral oncogene homolog 4 [Homo sapiens] interacts with connective tissue growth factor [Homo sapiens]	Helper_PPI (good experimental evidence)	v-erb-a erythroblastic leukemia viral oncogene homolog 4 [Homo sapiens]	Protein	connective tissue growth factor [Homo sapiens]	Protein
insulin receptor [Homo sapiens] interacts with v-Ha-ras Harvey rat sarcoma viral oncogene homolog isofrom 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	insulin receptor [Homo sapiens]	Protein	v-Ha-ras Harvey rat sarcoma viral oncogene homolog isofrom 1 [Homo sapiens]	Protein
glycogen synthase kinase 3 beta [Homo sapiens] interacts with glycogen synthase 1 (muscle) [Homo sapiens]	Helper_PPI (good experimental evidence)	glycogen synthase kinase 3 beta [Homo sapiens]	Protein	glycogen synthase 1 (muscle) [Homo sapiens]	Protein
phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma) [Homo sapiens] interacts with insulin receptor substrate 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma) [Homo sapiens]	Protein	insulin receptor substrate 1 [Homo sapiens]	Protein
TATA box binding protein [Homo sapiens] interacts with nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Helper_PPI (good experimental evidence)	TATA box binding protein [Homo sapiens]	Protein	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein
TNF receptor-associated factor 6 [Homo sapiens] interacts with putatative 28 kDa protein [Homo sapiens]	Helper_PPI (good experimental evidence)	TNF receptor-associated factor 6 [Homo sapiens]	Protein	putatative 28 kDa protein [Homo sapiens]	Protein
nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens] interacts with SMT3 suppressor of mif two 3 homolog 1 isoform a precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein	SMT3 suppressor of mif two 3 homolog 1 isoform a precursor [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with neurofilament, light polypeptide 68kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	neurofilament, light polypeptide 68kDa [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens] interacts with MyoD family inhibitor [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Protein	MyoD family inhibitor [Homo sapiens]	Protein
retinoblastoma 1 [Homo sapiens] interacts with transglutaminase 2 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	retinoblastoma 1 [Homo sapiens]	Protein	transglutaminase 2 isoform a [Homo sapiens]	Protein
actinin, alpha 1 [Homo sapiens] interacts with regulator of G-protein signalling 19 interacting protein 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	actinin, alpha 1 [Homo sapiens]	Protein	regulator of G-protein signalling 19 interacting protein 1 isoform 1 [Homo sapiens]	Protein
fibronectin 1 isoform 3 preproprotein [Homo sapiens] interacts with prostate specific antigen isoform 3 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	fibronectin 1 isoform 3 preproprotein [Homo sapiens]	Protein	prostate specific antigen isoform 3 preproprotein [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase) [Homo sapiens]	Protein
fibronectin 1 isoform 3 preproprotein [Homo sapiens] interacts with fas ligand [Homo sapiens]	Helper_PPI (good experimental evidence)	fibronectin 1 isoform 3 preproprotein [Homo sapiens]	Protein	fas ligand [Homo sapiens]	Protein
presenilin 2 isoform 1 [Homo sapiens] interacts with ubiquilin 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	presenilin 2 isoform 1 [Homo sapiens]	Protein	ubiquilin 1 isoform 1 [Homo sapiens]	Protein
protein kinase C, beta isoform 2 [Homo sapiens] interacts with guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein kinase C, beta isoform 2 [Homo sapiens]	Protein	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1 [Homo sapiens]	Protein
mitogen-activated protein kinase 13 [Homo sapiens] interacts with mitogen-activated protein kinase 8 interacting protein 2 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 13 [Homo sapiens]	Protein	mitogen-activated protein kinase 8 interacting protein 2 isoform 1 [Homo sapiens]	Protein
LIM domain kinase 1 isoform 1 [Homo sapiens] interacts with bone morphogenetic protein receptor type II precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	LIM domain kinase 1 isoform 1 [Homo sapiens]	Protein	bone morphogenetic protein receptor type II precursor [Homo sapiens]	Protein
hemochromatosis protein isoform 1 precursor [Homo sapiens] interacts with beta-2-microglobulin precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	hemochromatosis protein isoform 1 precursor [Homo sapiens]	Protein	beta-2-microglobulin precursor [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens] interacts with tubulin, alpha 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Protein	tubulin, alpha 1 [Homo sapiens]	Protein
cleavage and polyadenylation specific factor 6, 68 kD subunit [Homo sapiens] interacts with WW domain containing E3 ubiquitin protein ligase 2 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	cleavage and polyadenylation specific factor 6, 68 kD subunit [Homo sapiens]	Protein	WW domain containing E3 ubiquitin protein ligase 2 isoform 1 [Homo sapiens]	Protein
erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) isoform 3 [Homo sapiens] interacts with thioredoxin [Homo sapiens]	Helper_PPI (good experimental evidence)	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) isoform 3 [Homo sapiens]	Protein	thioredoxin [Homo sapiens]	Protein
Sma- and Mad-related protein 1 [Homo sapiens] interacts with vacuolar protein sorting 24 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	Sma- and Mad-related protein 1 [Homo sapiens]	Protein	vacuolar protein sorting 24 isoform 2 [Homo sapiens]	Protein
tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens] interacts with sorbin and SH3 domain containing 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens]	Protein	sorbin and SH3 domain containing 2 [Homo sapiens]	Protein
CD36 antigen [Homo sapiens] interacts with thrombospondin 1 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	CD36 antigen [Homo sapiens]	Protein	thrombospondin 1 precursor [Homo sapiens]	Protein
hypoxia-inducible factor 1, alpha subunit isoform 1 [Homo sapiens] interacts with vascular endothelial growth factor isoform a precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	hypoxia-inducible factor 1, alpha subunit isoform 1 [Homo sapiens]	Protein	vascular endothelial growth factor isoform a precursor [Homo sapiens]	Protein
CD7 antigen precursor [Homo sapiens] interacts with phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	CD7 antigen precursor [Homo sapiens]	Protein	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 isoform 2 [Homo sapiens]	Protein
unactive progesterone receptor, 23 kD [Homo sapiens] interacts with nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Helper_PPI (good experimental evidence)	unactive progesterone receptor, 23 kD [Homo sapiens]	Protein	nuclear receptor subfamily 3, group C, member 1 isoform alpha [Homo sapiens]	Protein
protein kinase D1 [Homo sapiens] interacts with v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Helper_PPI (good experimental evidence)	protein kinase D1 [Homo sapiens]	Protein	v-jun avian sarcoma virus 17 oncogene homolog [Homo sapiens]	Protein
bone morphogenetic protein receptor, type IB [Homo sapiens] interacts with MAD, mothers against decapentaplegic homolog 7 [Homo sapiens]	Helper_PPI (good experimental evidence)	bone morphogenetic protein receptor, type IB [Homo sapiens]	Protein	MAD, mothers against decapentaplegic homolog 7 [Homo sapiens]	Protein
frizzled 7 [Homo sapiens] interacts with ubiquilin 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	frizzled 7 [Homo sapiens]	Protein	ubiquilin 2 [Homo sapiens]	Protein
fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) [Homo sapiens] interacts with ataxia telangiectasia and Rad3 related protein [Homo sapiens]	Helper_PPI (good experimental evidence)	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) [Homo sapiens]	Protein	ataxia telangiectasia and Rad3 related protein [Homo sapiens]	Protein
3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens] interacts with ribosomal protein S6 kinase, 70kDa, polypeptide 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	3-phosphoinositide dependent protein kinase-1 isoform 1 [Homo sapiens]	Protein	ribosomal protein S6 kinase, 70kDa, polypeptide 1 [Homo sapiens]	Protein
profilin 1 [Homo sapiens] interacts with gephyrin isoform 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	profilin 1 [Homo sapiens]	Protein	gephyrin isoform 2 [Homo sapiens]	Protein
tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens] interacts with insulin receptor substrate 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Protein	insulin receptor substrate 2 [Homo sapiens]	Protein
alpha 1 type XVIII collagen isoform 2 precursor [Homo sapiens] interacts with cathepsin L preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	alpha 1 type XVIII collagen isoform 2 precursor [Homo sapiens]	Protein	cathepsin L preproprotein [Homo sapiens]	Protein
beta chimerin isoform 1 [Homo sapiens] interacts with SMT3 suppressor of mif two 3 homolog 2 isoform b precursor [Homo sapiens]	Helper_PPI (Two-hybrid)	beta chimerin isoform 1 [Homo sapiens]	Protein	SMT3 suppressor of mif two 3 homolog 2 isoform b precursor [Homo sapiens]	Protein
peptidylprolyl isomerase A (cyclophilin A) [Homo sapiens] interacts with protein phosphatase 3, regulatory subunit B, alpha isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	peptidylprolyl isomerase A (cyclophilin A) [Homo sapiens]	Protein	protein phosphatase 3, regulatory subunit B, alpha isoform 1 [Homo sapiens]	Protein
myelin basic protein isoform 1 [Homo sapiens] interacts with RAN, member RAS oncogene family [Homo sapiens]	Helper_PPI (good experimental evidence)	myelin basic protein isoform 1 [Homo sapiens]	Protein	RAN, member RAS oncogene family [Homo sapiens]	Protein
CD4 antigen precursor [Homo sapiens] interacts with major histocompatibility complex, class II, DQ alpha 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	CD4 antigen precursor [Homo sapiens]	Protein	major histocompatibility complex, class II, DQ alpha 2 [Homo sapiens]	Protein
Lysosomal associated multispanning membrane protein 5 [Homo sapiens] interacts with neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	Lysosomal associated multispanning membrane protein 5 [Homo sapiens]	Protein	neural precursor cell expressed, developmentally down-regulated 4 isoform 1 [Homo sapiens]	Protein
MEGF10 protein [Homo sapiens] interacts with Rac GTPase activating protein 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	MEGF10 protein [Homo sapiens]	Protein	Rac GTPase activating protein 1 [Homo sapiens]	Protein
ribosomal protein S6 [Homo sapiens] interacts with eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S6 [Homo sapiens]	Protein	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa [Homo sapiens]	Protein
ubiquitin and ribosomal protein S27a precursor [Homo sapiens] interacts with ribosomal protein S6 [Homo sapiens]	Helper_PPI (good experimental evidence)	ubiquitin and ribosomal protein S27a precursor [Homo sapiens]	Protein	ribosomal protein S6 [Homo sapiens]	Protein
protein tyrosine phosphatase, non-receptor type 7 isoform 1 [Homo sapiens] interacts with mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	protein tyrosine phosphatase, non-receptor type 7 isoform 1 [Homo sapiens]	Protein	mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Protein
hypothetical protein LOC57473 [Homo sapiens] interacts with hypothetical protein LOC23141 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	hypothetical protein LOC57473 [Homo sapiens]	Protein	hypothetical protein LOC23141 isoform 1 [Homo sapiens]	Protein
proteoglycan 2 preproprotein [Homo sapiens] interacts with HLA-B associated transcript-3 isoform a [Homo sapiens]	Helper_PPI (good experimental evidence)	proteoglycan 2 preproprotein [Homo sapiens]	Protein	HLA-B associated transcript-3 isoform a [Homo sapiens]	Protein
transforming growth factor, beta receptor I precursor [Homo sapiens] interacts with RAS-like, family 12 protein [Homo sapiens]	Helper_PPI (good experimental evidence)	transforming growth factor, beta receptor I precursor [Homo sapiens]	Protein	RAS-like, family 12 protein [Homo sapiens]	Protein
insulin receptor [Homo sapiens] interacts with protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens]	Helper_PPI (good experimental evidence)	insulin receptor [Homo sapiens]	Protein	protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with gelsolin isoform a precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	gelsolin isoform a precursor [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein), alpha 14 [Homo sapiens] interacts with chemokine (C-C motif) receptor 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein), alpha 14 [Homo sapiens]	Protein	chemokine (C-C motif) receptor 1 [Homo sapiens]	Protein
activin A type I receptor precursor [Homo sapiens] interacts with RASD family, member 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	activin A type I receptor precursor [Homo sapiens]	Protein	RASD family, member 2 [Homo sapiens]	Protein
tuberous sclerosis 2 isoform 1 [Homo sapiens] interacts with tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	tuberous sclerosis 2 isoform 1 [Homo sapiens]	Protein	tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide [Homo sapiens]	Protein
caspase 9 isoform alpha preproprotein [Homo sapiens] interacts with baculoviral IAP repeat-containing protein 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	caspase 9 isoform alpha preproprotein [Homo sapiens]	Protein	baculoviral IAP repeat-containing protein 2 [Homo sapiens]	Protein
guanine nucleotide binding protein (G protein) alpha 12 [Homo sapiens] interacts with alpha isoform of regulatory subunit A, protein phosphatase 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	guanine nucleotide binding protein (G protein) alpha 12 [Homo sapiens]	Protein	alpha isoform of regulatory subunit A, protein phosphatase 2 [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with p21-activated kinase 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	p21-activated kinase 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase 3 isoform A [Homo sapiens] interacts with mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase 3 isoform A [Homo sapiens]	Protein	mitogen-activated protein kinase 14 isoform 1 [Homo sapiens]	Protein
transferrin [Homo sapiens] interacts with albumin precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	transferrin [Homo sapiens]	Protein	albumin precursor [Homo sapiens]	Protein
PDZ and LIM domain 7 isoform 2 [Homo sapiens] interacts with hypothetical protein LOC79025 [Homo sapiens]	Helper_PPI (Two-hybrid)	PDZ and LIM domain 7 isoform 2 [Homo sapiens]	Protein	hypothetical protein LOC79025 [Homo sapiens]	Protein
trefoil factor 1 precursor [Homo sapiens] interacts with ubiquilin 2 [Homo sapiens]	Helper_PPI (Two-hybrid)	trefoil factor 1 precursor [Homo sapiens]	Protein	ubiquilin 2 [Homo sapiens]	Protein
translocated promoter region (to activated MET oncogene) [Homo sapiens] interacts with nucleoporin like 1 isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	translocated promoter region (to activated MET oncogene) [Homo sapiens]	Protein	nucleoporin like 1 isoform b [Homo sapiens]	Protein
chondroitin sulfate proteoglycan 2 (versican) [Homo sapiens] interacts with small inducible cytokine B10 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	chondroitin sulfate proteoglycan 2 (versican) [Homo sapiens]	Protein	small inducible cytokine B10 precursor [Homo sapiens]	Protein
MAD, mothers against decapentaplegic homolog 7 [Homo sapiens] interacts with mitogen-activated protein kinase kinase 6 [Homo sapiens]	Helper_PPI (good experimental evidence)	MAD, mothers against decapentaplegic homolog 7 [Homo sapiens]	Protein	mitogen-activated protein kinase kinase 6 [Homo sapiens]	Protein
transferrin [Homo sapiens] interacts with regulator of nonsense transcripts 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	transferrin [Homo sapiens]	Protein	regulator of nonsense transcripts 1 [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with Sp1 transcription factor [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	Sp1 transcription factor [Homo sapiens]	Protein
mitogen-activated protein kinase 1 [Homo sapiens] interacts with sterol regulatory element-binding transcription factor 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase 1 [Homo sapiens]	Protein	sterol regulatory element-binding transcription factor 2 [Homo sapiens]	Protein
protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens] interacts with met proto-oncogene precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	protein tyrosine phosphatase, non-receptor type 11 [Homo sapiens]	Protein	met proto-oncogene precursor [Homo sapiens]	Protein
ribosomal protein S26 [Homo sapiens] interacts with eukaryotic translation initiation factor 4E [Homo sapiens]	Helper_PPI (good experimental evidence)	ribosomal protein S26 [Homo sapiens]	Protein	eukaryotic translation initiation factor 4E [Homo sapiens]	Protein
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens] interacts with erythrocyte membrane protein band 4.1-like 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Homo sapiens]	Protein	erythrocyte membrane protein band 4.1-like 2 [Homo sapiens]	Protein
mouse double minute 2 homolog isoform MDM2 [Homo sapiens] interacts with ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	mouse double minute 2 homolog isoform MDM2 [Homo sapiens]	Protein	ubiquitin and ribosomal protein L40 precursor [Homo sapiens]	Protein
heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens] interacts with small glutamine-rich tetratricopeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock protein 90kDa alpha (cytosolic), class A member 1 [Homo sapiens]	Protein	small glutamine-rich tetratricopeptide [Homo sapiens]	Protein
v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens] interacts with ribosomal protein S6 kinase, 70kDa, polypeptide 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	v-akt murine thymoma viral oncogene homolog 1 [Homo sapiens]	Protein	ribosomal protein S6 kinase, 70kDa, polypeptide 1 [Homo sapiens]	Protein
Yes-associated protein 1, 65 kD [Homo sapiens] interacts with tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Helper_PPI (good experimental evidence)	Yes-associated protein 1, 65 kD [Homo sapiens]	Protein	tyrosine 3/tryptophan 5 -monooxygenase activation protein, theta polypeptide [Homo sapiens]	Protein
activating transcription factor 2 [Homo sapiens] interacts with CCAAT/enhancer binding protein alpha [Homo sapiens]	Helper_PPI (good experimental evidence)	activating transcription factor 2 [Homo sapiens]	Protein	CCAAT/enhancer binding protein alpha [Homo sapiens]	Protein
MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A) [Homo sapiens] interacts with TEA domain family member 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A) [Homo sapiens]	Protein	TEA domain family member 1 [Homo sapiens]	Protein
gelsolin isoform a precursor [Homo sapiens] interacts with fibronectin 1 isoform 3 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	gelsolin isoform a precursor [Homo sapiens]	Protein	fibronectin 1 isoform 3 preproprotein [Homo sapiens]	Protein
arrestin beta 2 isoform 1 [Homo sapiens] interacts with ral guanine nucleotide dissociation stimulator [Homo sapiens]	Helper_PPI (good experimental evidence)	arrestin beta 2 isoform 1 [Homo sapiens]	Protein	ral guanine nucleotide dissociation stimulator [Homo sapiens]	Protein
SMAD specific E3 ubiquitin protein ligase 2 [Homo sapiens] interacts with STAM binding protein [Homo sapiens]	Helper_PPI (good experimental evidence)	SMAD specific E3 ubiquitin protein ligase 2 [Homo sapiens]	Protein	STAM binding protein [Homo sapiens]	Protein
bone morphogenetic protein receptor, type IB [Homo sapiens] interacts with growth differentiation factor 5 preproprotein [Homo sapiens]	Helper_PPI (good experimental evidence)	bone morphogenetic protein receptor, type IB [Homo sapiens]	Protein	growth differentiation factor 5 preproprotein [Homo sapiens]	Protein
sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Homo sapiens] interacts with intersectin 2 isoform 1 [Homo sapiens]	Helper_PPI (Two-hybrid)	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Homo sapiens]	Protein	intersectin 2 isoform 1 [Homo sapiens]	Protein
zeta-chain associated protein kinase 70kDa isoform 1 [Homo sapiens] interacts with v-crk sarcoma virus CT10 oncogene homolog isoform b [Homo sapiens]	Helper_PPI (good experimental evidence)	zeta-chain associated protein kinase 70kDa isoform 1 [Homo sapiens]	Protein	v-crk sarcoma virus CT10 oncogene homolog isoform b [Homo sapiens]	Protein
amyloid beta A4 protein precursor, isoform a [Homo sapiens] interacts with mitogen-activated protein kinase kinase kinase 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	amyloid beta A4 protein precursor, isoform a [Homo sapiens]	Protein	mitogen-activated protein kinase kinase kinase 5 [Homo sapiens]	Protein
transducer of ERBB2, 1 [Homo sapiens] interacts with SMAD, mothers against DPP homolog 5 [Homo sapiens]	Helper_PPI (good experimental evidence)	transducer of ERBB2, 1 [Homo sapiens]	Protein	SMAD, mothers against DPP homolog 5 [Homo sapiens]	Protein
growth hormone receptor precursor [Homo sapiens] interacts with suppressor of cytokine signaling-2 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth hormone receptor precursor [Homo sapiens]	Protein	suppressor of cytokine signaling-2 [Homo sapiens]	Protein
anaplastic lymphoma kinase Ki-1 [Homo sapiens] interacts with heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Helper_PPI (good experimental evidence)	anaplastic lymphoma kinase Ki-1 [Homo sapiens]	Protein	heat shock protein 90kDa alpha (cytosolic), class A member 1 isoform 1 [Homo sapiens]	Protein
mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens] interacts with guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Helper_PPI (good experimental evidence)	mitogen-activated protein kinase kinase kinase 3 isoform 2 [Homo sapiens]	Protein	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 [Homo sapiens]	Protein
translation factor sui1 homolog [Homo sapiens] interacts with ventricular zone expressed PH domain homolog 1 (zebrafish) [Homo sapiens]	Helper_PPI (good experimental evidence)	translation factor sui1 homolog [Homo sapiens]	Protein	ventricular zone expressed PH domain homolog 1 (zebrafish) [Homo sapiens]	Protein
growth factor receptor-bound protein 2 isoform 1 [Homo sapiens] interacts with mitogen-activated protein kinase 12 [Homo sapiens]	Helper_PPI (good experimental evidence)	growth factor receptor-bound protein 2 isoform 1 [Homo sapiens]	Protein	mitogen-activated protein kinase 12 [Homo sapiens]	Protein
activin A type I receptor precursor [Homo sapiens] interacts with RAP2A, member of RAS oncogene family [Homo sapiens]	Helper_PPI (good experimental evidence)	activin A type I receptor precursor [Homo sapiens]	Protein	RAP2A, member of RAS oncogene family [Homo sapiens]	Protein
serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 [Homo sapiens] interacts with fibrinogen, gamma chain isoform gamma-A precursor [Homo sapiens]	Helper_PPI (good experimental evidence)	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 [Homo sapiens]	Protein	fibrinogen, gamma chain isoform gamma-A precursor [Homo sapiens]	Protein
heat shock transcription factor 1 [Homo sapiens] interacts with ATP-dependent DNA helicase II [Homo sapiens]	Helper_PPI (good experimental evidence)	heat shock transcription factor 1 [Homo sapiens]	Protein	ATP-dependent DNA helicase II [Homo sapiens]	Protein
