Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
selenium binding protein 1 [Homo sapiens]	Protein	SELENBP1 [Homo sapiens]	6	0	1.2613795850767633	SELENBP1 [Homo sapiens]	Gene	
semaphorin 3F [Homo sapiens]	Protein	SEMA3F [Homo sapiens]	5	0	1.0463746490057964	SEMA3F [Homo sapiens]	Gene	Axon guidance [Homo sapiens]
sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A [Homo sapiens]	Protein	SEMA6A [Homo sapiens]	1	2	1.1437814445955368	SEMA6A [Homo sapiens]	Gene	Axon guidance [Homo sapiens]
semenogelin I isoform a preproprotein [Homo sapiens]	Protein	SEMG1 [Homo sapiens]	4	0	0.838169452707521	SEMG1 [Homo sapiens]	Gene	
serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5 [Homo sapiens]	Protein	SERPINA5 [Homo sapiens]	18	1	1.44128719188374	SERPINA5 [Homo sapiens]	Gene	Complement and coagulation cascades [Homo sapiens]
serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 6 [Homo sapiens]	Protein	SERPINB6 [Homo sapiens]	7	0	1.1885476179361167	SERPINB6 [Homo sapiens]	Gene	
serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 13 [Homo sapiens]	Protein	SERPINB13 [Homo sapiens]	8	0	0.998467746125813	SERPINB13 [Homo sapiens]	Gene	
heparin cofactor II precursor [Homo sapiens]	Protein	SERPIND1 [Homo sapiens]	6	0	0.8083840653831246	SERPIND1 [Homo sapiens]	Gene	Complement and coagulation cascades [Homo sapiens]
plasminogen activator inhibitor-1 [Homo sapiens]	Protein	SERPINE1 [Homo sapiens]	18	1	1.3256344847385966	SERPINE1 [Homo sapiens]	Gene	Complement and coagulation cascades [Homo sapiens];p53 signaling pathway [Homo sapiens]
complement component 1 inhibitor precursor [Homo sapiens]	Protein	SERPING1 [Homo sapiens]	12	2	1.39937394022736	SERPING1 [Homo sapiens]	Gene	Complement and coagulation cascades [Homo sapiens]
serpin peptidase inhibitor, clade I (pancpin), member 2 isoform 2 [Homo sapiens]	Protein	SERPINI2 [Homo sapiens]	1	0	0.8107680413439867	SERPINI2 [Homo sapiens]	Gene	
SET translocation (myeloid leukemia-associated) [Homo sapiens]	Protein	SET [Homo sapiens]	42	0	1.05631328219127	SET [Homo sapiens]	Gene	
SET domain, bifurcated 1 [Homo sapiens]	Protein	SETDB1 [Homo sapiens]	84	1	0.9258951213624034	SETDB1 [Homo sapiens]	Gene	Lysine degradation [Homo sapiens]
senataxin [Homo sapiens]	Protein	SETX [Homo sapiens]	3	0	0.827023604787977	SETX [Homo sapiens]	Gene	Neurodegenerative Diseases [Homo sapiens]
stratifin [Homo sapiens]	Protein	SFN [Homo sapiens]	27	0	0.9286636644357347	SFN [Homo sapiens]	Gene	Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens]
splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila) [Homo sapiens]	Protein	SFRS10 [Homo sapiens]	11	0	0.965574409690678	SFRS10 [Homo sapiens];ATAD2 [Homo sapiens];BUB3 [Homo sapiens];C13orf34 [Homo sapiens];CALCOCO1 [Homo sapiens];CENPN [Homo sapiens];CHEK1 [Homo sapiens];CKS2 [Homo sapiens];CTDSPL2 [Homo sapiens];DBF4 [Homo sapiens];DDX39 [Homo sapiens];EIF4A3 [Homo sapiens];FAM119A [Homo sapiens];FAM54A [Homo sapiens];FBXO5 [Homo sapiens];FUSIP1 [Homo sapiens];GABPB2 [Homo sapiens];H2AFZ [Homo sapiens];HAT1 [Homo sapiens];HNRNPC [Homo sapiens];HNRNPA3P1 [Homo sapiens];HNRNPA3 [Homo sapiens];HNRNPD [Homo sapiens];HNRNPM [Homo sapiens];HSPA14 [Homo sapiens];ILF2 [Homo sapiens];KLHDC5 [Homo sapiens];KPNA2 [Homo sapiens];MAGOH [Homo sapiens];MAGOHB [Homo sapiens];MKI67IP [Homo sapiens];NASP [Homo sapiens];NUDCD1 [Homo sapiens];NUP50 [Homo sapiens];NXT1 [Homo sapiens];POLE2 [Homo sapiens];PRPF38A [Homo sapiens];PSMD12 [Homo sapiens];R3HDM2 [Homo sapiens];RAN [Homo sapiens];RBM12 [Homo sapiens];RFC1 [Homo sapiens];SLC19A1 [Homo sapiens];RNF138 [Homo sapiens];RPS7 [Homo sapiens];SEC61B [Homo sapiens];SET [Homo sapiens];SFRS2 [Homo sapiens];SFRS3 [Homo sapiens];SFRS7 [Homo sapiens];SGOL2 [Homo sapiens];SLBP [Homo sapiens];SMC4 [Homo sapiens];SNRPA1 [Homo sapiens];SNRPB [Homo sapiens];STX5 [Homo sapiens];SYNCRIP [Homo sapiens];TIPIN [Homo sapiens];USP1 [Homo sapiens];ZNF207 [Homo sapiens];ZNF596 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;Cell cycle [Homo sapiens];;;;Cell cycle [Homo sapiens];p53 signaling pathway [Homo sapiens];;;Cell cycle [Homo sapiens];;;;;;;;;;;;;;;;;;;;;;;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Purine metabolism [Homo sapiens];Pyrimidine metabolism [Homo sapiens];Base excision repair [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];Homologous recombination [Homo sapiens];;Proteasome [Homo sapiens];Ubiquitin_proteasome_pathway;;;;DNA polymerase [Homo sapiens];DNA replication [Homo sapiens];Nucleotide excision repair [Homo sapiens];Mismatch repair [Homo sapiens];;;Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;;;;;;;;SNARE interactions in vesicular transport [Homo sapiens];;;;;
serum/glucocorticoid regulated kinase [Homo sapiens]	Protein	SGK [Homo sapiens]	47	0	1.2285199032310599	SGK [Homo sapiens]	Gene	
shugoshin-like 1 isoform C1 [Homo sapiens]	Protein	SGOL1 [Homo sapiens]	3	0	0.5481519071956861	SGOL1 [Homo sapiens]	Gene	
shugoshin-like 2 [Homo sapiens]	Protein	SGOL2 [Homo sapiens]	9	0	0.28156422382525464	SGOL2 [Homo sapiens]	Gene	
small glutamine-rich tetratricopeptide [Homo sapiens]	Protein	SGTA [Homo sapiens]	11	0	1.0199754636590856	SGTA [Homo sapiens]	Gene	
SH3-domain binding protein 1 [Homo sapiens]	Protein	SH3BP1 [Homo sapiens]	8	0	0.6325426138630157	SH3BP1 [Homo sapiens]	Gene	
SH3-domain binding protein 2 [Homo sapiens]	Protein	SH3BP2 [Homo sapiens]	8	0	0.857351930004027	SH3BP2 [Homo sapiens]	Gene	Natural killer cell mediated cytotoxicity [Homo sapiens]
SH3-domain binding protein 4 [Homo sapiens]	Protein	SH3BP4 [Homo sapiens]	5	0	1.1400870587290652	SH3BP4 [Homo sapiens]	Gene	
SH3-domain binding protein 5 (BTK-associated) isoform b [Homo sapiens]	Protein	SH3BP5 [Homo sapiens]	6	1	1.068035022100219	SH3BP5 [Homo sapiens]	Gene	
SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein	SHC1 [Homo sapiens]	97	2	1.0009803596487201	SHC1 [Homo sapiens];ACTB [Homo sapiens];ACTN1 [Homo sapiens];ADAM15 [Homo sapiens];BMP1 [Homo sapiens];CALR [Homo sapiens];CAPRIN1 [Homo sapiens];CDC42EP1 [Homo sapiens];CFL1 [Homo sapiens];VPS72 [Homo sapiens];CRK [Homo sapiens];CTNNA1 [Homo sapiens];CTTNBP2NL [Homo sapiens];ETF1 [Homo sapiens];ERF [Homo sapiens];FKBP1A [Homo sapiens];FLNA [Homo sapiens];GPR172A [Homo sapiens];HGS [Homo sapiens];ITGB1 [Homo sapiens];KDELR1 [Homo sapiens];LAMP1 [Homo sapiens];LRRC41 [Homo sapiens];P4HB [Homo sapiens];PRF1 [Homo sapiens];PFN1 [Homo sapiens];PHF23 [Homo sapiens];PXN [Homo sapiens];PXDN [Homo sapiens];S100A16 [Homo sapiens];HRNR [Homo sapiens];SEC61A1 [Homo sapiens];SLC39A13 [Homo sapiens];TEAD2 [Homo sapiens];TGFB1 [Homo sapiens];TRAM1 [Homo sapiens];TRAPPC1 [Homo sapiens];TSPAN4 [Homo sapiens];TWF1 [Homo sapiens];WDR1 [Homo sapiens];XRN1 [Homo sapiens];ZYX [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Focal adhesion [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Insulin signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;Insulin-MAPK-PI3K-AKT_pathway_;Adherens junction [Homo sapiens];Tight junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Focal adhesion [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Cell Communication [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];Adherens junction [Homo sapiens];Focal adhesion [Homo sapiens];Tight junction [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;Antigen processing and presentation [Homo sapiens];;;Regulation of actin cytoskeleton [Homo sapiens];Axon guidance [Homo sapiens];;Chronic myeloid leukemia [Homo sapiens];Focal adhesion [Homo sapiens];Insulin signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Adherens junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Endometrial cancer [Homo sapiens];;;;;Focal adhesion [Homo sapiens];MAPK signaling pathway [Homo sapiens];;;Focal adhesion [Homo sapiens];Axon guidance [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];ECM-receptor interaction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Small cell lung cancer [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;;Type I diabetes mellitus [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Autoimmune thyroid disease [Homo sapiens];Allograft rejection [Homo sapiens];Graft-versus-host disease [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];;Focal adhesion [Homo sapiens];VEGF signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;Cytokine-cytokine receptor interaction [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];Colorectal cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];IL1B_NFkB_TGFB1_pathway_lung;TGFbeta_signaling_pathway;TGFb_SMAD_pathway_lung;;;;;;;Focal adhesion [Homo sapiens]
src homology 2 domain containing transforming protein C3 [Homo sapiens]	Protein	SHC3 [Homo sapiens]	5	0	1.1176207847771005	SHC3 [Homo sapiens];DRAP1 [Homo sapiens];FCGRT [Homo sapiens];RNGTT [Homo sapiens]	Gene;Gene;Gene;Gene	Focal adhesion [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Insulin signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];;;
seven in absentia homolog 2 [Homo sapiens]	Protein	SIAH2 [Homo sapiens]	8	0	0.7819456937865387	SIAH2 [Homo sapiens]	Gene	
sialic acid binding Ig-like lectin 7 isoform 1 [Homo sapiens]	Protein	SIGLEC7 [Homo sapiens]	3	1	0.773146733906712	SIGLEC7 [Homo sapiens]	Gene	
sirtuin 2 isoform 1 [Homo sapiens]	Protein	SIRT2 [Homo sapiens]	15	0	1.1961842415250399	SIRT2 [Homo sapiens]	Gene	Caprolactam degradation [Homo sapiens]
v-ski sarcoma viral oncogene homolog [Homo sapiens]	Protein	SKI [Homo sapiens]	19	0	1.0921687098000132	SKI [Homo sapiens];AIFM2 [Homo sapiens];ALS2CR13 [Homo sapiens];C20orf181 [Homo sapiens]	Gene;Gene;Gene;Gene	;;;
SKI-like [Homo sapiens]	Protein	SKIL [Homo sapiens]	12	0	1.246315182839119	SKIL [Homo sapiens];TMOD3 [Homo sapiens]	Gene;Gene	;
S-phase kinase-associated protein 1A isoform a [Homo sapiens]	Protein	SKP1A [Homo sapiens]	97	1	1.0638479792934867	SKP1A [Homo sapiens]	Gene	Cell cycle [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Wnt signaling pathway [Homo sapiens];TGF-beta signaling pathway [Homo sapiens]
glucose transporter 4 [Homo sapiens]	Protein	SLC2A4 [Homo sapiens]	7	0	2.2967091778243534	SLC2A4 [Homo sapiens]	Gene	Adipocytokine signaling pathway [Homo sapiens];Type II diabetes mellitus [Homo sapiens];Insulin signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];Insulin-MAPK-PI3K-AKT_pathway_
solute carrier family 9 (sodium/hydrogen exchanger), isoform 2 [Homo sapiens]	Protein	SLC9A2 [Homo sapiens]	7	0	1.6967359955200099	SLC9A2 [Homo sapiens]	Gene	
solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 [Homo sapiens]	Protein	SLC9A3 [Homo sapiens]	4	0	0.8506175416262299	SLC9A3 [Homo sapiens]	Gene	
solute carrier family 9 isoform 3 regulator 2 [Homo sapiens]	Protein	SLC9A3R2 [Homo sapiens]	17	0	1.76350820566457	SLC9A3R2 [Homo sapiens]	Gene	
solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Homo sapiens]	Protein	SLC25A4 [Homo sapiens]	25	1	1.22752971267777	SLC25A4 [Homo sapiens]	Gene	Calcium signaling pathway [Homo sapiens];Parkinson's disease [Homo sapiens]
solute carrier family 25, member A6 [Homo sapiens]	Protein	SLC25A6 [Homo sapiens]	89	0	0.9934053176420331	SLC25A6 [Homo sapiens]	Gene	Calcium signaling pathway [Homo sapiens];Parkinson's disease [Homo sapiens]
solute carrier family 35, member E1 [Homo sapiens]	Protein	SLC35E1 [Homo sapiens]	4	3	1.0560438945244568	SLC35E1 [Homo sapiens]	Gene	
secretory leukocyte peptidase inhibitor precursor [Homo sapiens]	Protein	SLPI [Homo sapiens]	5	0	0.78041062961789	SLPI [Homo sapiens]	Gene	
Sma- and Mad-related protein 1 [Homo sapiens]	Protein	SMAD1 [Homo sapiens]	81	0	1.2247039639095667	SMAD1 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens]
Sma- and Mad-related protein 2 [Homo sapiens]	Protein	SMAD2 [Homo sapiens]	88	2	0.9899816807820954	SMAD2 [Homo sapiens]	Gene	Pancreatic cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Colorectal cancer [Homo sapiens];Cell cycle [Homo sapiens];TGFbeta_signaling_pathway;TGFb_SMAD_pathway_lung
MAD, mothers against decapentaplegic homolog 3 [Homo sapiens]	Protein	SMAD3 [Homo sapiens]	129	0	1.3125963957201068	SMAD3 [Homo sapiens]	Gene	Pancreatic cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Colorectal cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Cell cycle [Homo sapiens];TGFb_SMAD_pathway_lung
MAD, mothers against decapentaplegic homolog 4 [Homo sapiens]	Protein	SMAD4 [Homo sapiens]	139	2	1.1633815312439333	SMAD4 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Colorectal cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Cell cycle [Homo sapiens];TGFbeta_signaling_pathway;TGFb_SMAD_pathway_lung
SMAD, mothers against DPP homolog 5 [Homo sapiens]	Protein	SMAD5 [Homo sapiens]	18	0	1.2691895392022368	SMAD5 [Homo sapiens];PRKCI [Homo sapiens];WASL [Homo sapiens]	Gene;Gene;Gene	TGF-beta signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Insulin signaling pathway [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;TNF_NFkB_MMP9_pathway_lung;Adherens junction [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens]
MAD, mothers against decapentaplegic homolog 7 [Homo sapiens]	Protein	SMAD7 [Homo sapiens]	23	0	1.0333022697520005	SMAD7 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];TGFb_SMAD_pathway_lung
MAD, mothers against decapentaplegic homolog 9 [Homo sapiens]	Protein	SMAD9 [Homo sapiens]	47	0	1.278519339918298	SMAD9 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens]
