Object	Object type	Related Gene	Topological rank	Relevance rank	Expression rank	Related objects (Gene elements).Object	Related objects (Gene elements).Object type	Related objects (Gene elements).Pathways
splicing factor, arginine/serine-rich 4 [Homo sapiens]	Protein	SFRS4 [Homo sapiens]	116	0	1.0255741939006346	SFRS4 [Homo sapiens];AQR [Homo sapiens];ARFGEF1 [Homo sapiens];ARID2 [Homo sapiens];CDYL [Homo sapiens];CPSF1 [Homo sapiens];CRYBB3 [Homo sapiens];CSNK1A1 [Homo sapiens];CUGBP1 [Homo sapiens];DLEU2 [Homo sapiens];DLEU1 [Homo sapiens];EML4 [Homo sapiens];GCAT [Homo sapiens];GNB1 [Homo sapiens];GPBP1L1 [Homo sapiens];MS4A5 [Homo sapiens];MYST4 [Homo sapiens];NA [Homo sapiens];PDS5A [Homo sapiens];PICALM [Homo sapiens];PSMA3 [Homo sapiens];PTBP2 [Homo sapiens];PTEN [Homo sapiens];RSF1 [Homo sapiens];SFRS11 [Homo sapiens];SUV420H1 [Homo sapiens];TAF15 [Homo sapiens];TCF12 [Homo sapiens];TIA1 [Homo sapiens];TMEM161B [Homo sapiens];TMEM165 [Homo sapiens];TOMM20 [Homo sapiens];UBE2D3 [Homo sapiens];USP34 [Homo sapiens];VPS35 [Homo sapiens];WBSCR17 [Homo sapiens];XPO1 [Homo sapiens];ZCCHC7 [Homo sapiens];ZFAND3 [Homo sapiens];ZNF609 [Homo sapiens];ZNF708 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;;;;;Wnt signaling pathway [Homo sapiens];Hedgehog signaling pathway [Homo sapiens];;;;;Glycine, serine and threonine metabolism [Homo sapiens];Taste transduction [Homo sapiens];;;Alkaloid biosynthesis II [Homo sapiens];Benzoate degradation via CoA ligation [Homo sapiens];Limonene and pinene degradation [Homo sapiens];Phenylalanine metabolism [Homo sapiens];1- and 2-Methylnaphthalene degradation [Homo sapiens];Glycerophospholipid metabolism [Homo sapiens];Tyrosine metabolism [Homo sapiens];;;;Proteasome [Homo sapiens];;Tight junction [Homo sapiens];Focal adhesion [Homo sapiens];p53 signaling pathway [Homo sapiens];Endometrial cancer [Homo sapiens];Glioma [Homo sapiens];Prostate cancer [Homo sapiens];Melanoma [Homo sapiens];Small cell lung cancer [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];Inositol phosphate metabolism [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_;;;;;;;;;;Ubiquitin mediated proteolysis [Homo sapiens];;;Glycan structures - biosynthesis 1 [Homo sapiens];O-Glycan biosynthesis [Homo sapiens];;;;;
arginine/serine-rich splicing factor 6 [Homo sapiens]	Protein	SFRS6 [Homo sapiens]	116	0	1.0792769332340757	SFRS6 [Homo sapiens]	Gene	
splicing factor p54 [Homo sapiens]	Protein	SFRS11 [Homo sapiens]	116	0	1.0145567843266443	SFRS11 [Homo sapiens];EXOC5 [Homo sapiens];FAM133B [Homo sapiens];GNAS [Homo sapiens];HIATL1 [Homo sapiens];MAP3K2 [Homo sapiens];MFN1 [Homo sapiens];NCOA2 [Homo sapiens];PIK3C2A [Homo sapiens];PPP3CA [Homo sapiens];SFRS4 [Homo sapiens];THOC2 [Homo sapiens];ZC3H7A [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	;;;Regulation of actin cytoskeleton [Homo sapiens];Long-term depression [Homo sapiens];Calcium signaling pathway [Homo sapiens];Taste transduction [Homo sapiens];GnRH signaling pathway [Homo sapiens];Gap junction [Homo sapiens];Melanogenesis [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];Olfactory transduction [Homo sapiens];;Gap junction [Homo sapiens];GnRH signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];;;ErbB signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];VEGF signaling pathway [Homo sapiens];Focal adhesion [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Insulin signaling pathway [Homo sapiens];Type II diabetes mellitus [Homo sapiens];Colorectal cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Pancreatic cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Glioma [Homo sapiens];Prostate cancer [Homo sapiens];Melanoma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];Amyotrophic lateral sclerosis (ALS) [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];Long-term potentiation [Homo sapiens];Apoptosis [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];VEGF signaling pathway [Homo sapiens];Axon guidance [Homo sapiens];Calcium signaling pathway [Homo sapiens];Wnt signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];;;
SHC (Src homology 2 domain containing) transforming protein 1 isoform p52Shc [Homo sapiens]	Protein	SHC1 [Homo sapiens]	97	2	1.0009803596487201	SHC1 [Homo sapiens];ACTB [Homo sapiens];ACTN1 [Homo sapiens];ADAM15 [Homo sapiens];BMP1 [Homo sapiens];CALR [Homo sapiens];CAPRIN1 [Homo sapiens];CDC42EP1 [Homo sapiens];CFL1 [Homo sapiens];VPS72 [Homo sapiens];CRK [Homo sapiens];CTNNA1 [Homo sapiens];CTTNBP2NL [Homo sapiens];ETF1 [Homo sapiens];ERF [Homo sapiens];FKBP1A [Homo sapiens];FLNA [Homo sapiens];GPR172A [Homo sapiens];HGS [Homo sapiens];ITGB1 [Homo sapiens];KDELR1 [Homo sapiens];LAMP1 [Homo sapiens];LRRC41 [Homo sapiens];P4HB [Homo sapiens];PRF1 [Homo sapiens];PFN1 [Homo sapiens];PHF23 [Homo sapiens];PXN [Homo sapiens];PXDN [Homo sapiens];S100A16 [Homo sapiens];HRNR [Homo sapiens];SEC61A1 [Homo sapiens];SLC39A13 [Homo sapiens];TEAD2 [Homo sapiens];TGFB1 [Homo sapiens];TRAM1 [Homo sapiens];TRAPPC1 [Homo sapiens];TSPAN4 [Homo sapiens];TWF1 [Homo sapiens];WDR1 [Homo sapiens];XRN1 [Homo sapiens];ZYX [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	Focal adhesion [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Glioma [Homo sapiens];Insulin signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];VEGF signaling pathway [Homo sapiens];IGF1-MAPK_pathway_blood;IGF1_MAPK pathway;IL-6_signaling_pathway;Insulin-MAPK-PI3K-AKT_pathway_;Adherens junction [Homo sapiens];Tight junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Focal adhesion [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];Cell Communication [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];Adherens junction [Homo sapiens];Focal adhesion [Homo sapiens];Tight junction [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;Antigen processing and presentation [Homo sapiens];;;Regulation of actin cytoskeleton [Homo sapiens];Axon guidance [Homo sapiens];;Chronic myeloid leukemia [Homo sapiens];Focal adhesion [Homo sapiens];Insulin signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Renal cell carcinoma [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Adherens junction [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Tight junction [Homo sapiens];Endometrial cancer [Homo sapiens];;;;;Focal adhesion [Homo sapiens];MAPK signaling pathway [Homo sapiens];;;Focal adhesion [Homo sapiens];Axon guidance [Homo sapiens];Pathogenic Escherichia coli infection [Homo sapiens];ECM-receptor interaction [Homo sapiens];Cell adhesion molecules (CAMs) [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Small cell lung cancer [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;;Type I diabetes mellitus [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Autoimmune thyroid disease [Homo sapiens];Allograft rejection [Homo sapiens];Graft-versus-host disease [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];;Focal adhesion [Homo sapiens];VEGF signaling pathway [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];;;;Cholera [Homo sapiens];Vibrio cholerae infection [Homo sapiens];;;Cytokine-cytokine receptor interaction [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];Cell cycle [Homo sapiens];Colorectal cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];IL1B_NFkB_TGFB1_pathway_lung;TGFbeta_signaling_pathway;TGFb_SMAD_pathway_lung;;;;;;;Focal adhesion [Homo sapiens]
S-phase kinase-associated protein 1A isoform a [Homo sapiens]	Protein	SKP1A [Homo sapiens]	97	1	1.0638479792934867	SKP1A [Homo sapiens]	Gene	Cell cycle [Homo sapiens];Ubiquitin mediated proteolysis [Homo sapiens];Wnt signaling pathway [Homo sapiens];TGF-beta signaling pathway [Homo sapiens]
solute carrier family 25, member A6 [Homo sapiens]	Protein	SLC25A6 [Homo sapiens]	89	0	0.9934053176420331	SLC25A6 [Homo sapiens]	Gene	Calcium signaling pathway [Homo sapiens];Parkinson's disease [Homo sapiens]
solute carrier family 36 (proton/amino acid symporter), member 2 [Homo sapiens]	Protein	SLC36A2 [Homo sapiens]	103	2	3.3590548724557934	SLC36A2 [Homo sapiens]	Gene	Ribosome [Homo sapiens];AKT-mTOR_regulated_skeletal-muscle-hypertrophy;Insulin-MAPK-PI3K-AKT_pathway_
MAD, mothers against decapentaplegic homolog 3 [Homo sapiens]	Protein	SMAD3 [Homo sapiens]	129	0	1.3125963957201068	SMAD3 [Homo sapiens]	Gene	Pancreatic cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];TGF-beta signaling pathway [Homo sapiens];Colorectal cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Cell cycle [Homo sapiens];TGFb_SMAD_pathway_lung
MAD, mothers against decapentaplegic homolog 4 [Homo sapiens]	Protein	SMAD4 [Homo sapiens]	139	2	1.1633815312439333	SMAD4 [Homo sapiens]	Gene	TGF-beta signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Colorectal cancer [Homo sapiens];Wnt signaling pathway [Homo sapiens];Adherens junction [Homo sapiens];Cell cycle [Homo sapiens];TGFbeta_signaling_pathway;TGFb_SMAD_pathway_lung
alpha-synuclein isoform NACP140 [Homo sapiens]	Protein	SNCA [Homo sapiens]	23	0	0.6870681663761523	SNCA [Homo sapiens]	Gene	Parkinson's disease [Homo sapiens];Alzheimer's disease [Homo sapiens];Neurodegenerative Diseases [Homo sapiens]
U1 small nuclear ribonucleoprotein 70 kDa isoform b [Homo sapiens]	Protein	SNRP70 [Homo sapiens]	110	2	1.0234738675488095	SNRP70 [Homo sapiens];SH2B1 [Homo sapiens]	Gene;Gene	;
Sp1 transcription factor [Homo sapiens]	Protein	SP1 [Homo sapiens]	76	0	1.0647263662241346	SP1 [Homo sapiens];DDX3X [Homo sapiens];DHX9 [Homo sapiens];MAP3K2 [Homo sapiens];MCL1 [Homo sapiens];NCOA2 [Homo sapiens];PICALM [Homo sapiens];PIK3C2A [Homo sapiens];SETD5 [Homo sapiens];STX16 [Homo sapiens];SUPT6H [Homo sapiens];ZNF655 [Homo sapiens]	Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene;Gene	TGF-beta signaling pathway [Homo sapiens];ROS_TGFa_EGFR_pathway_lung;TGFbeta_signaling_pathway;;;Gap junction [Homo sapiens];GnRH signaling pathway [Homo sapiens];MAPK signaling pathway [Homo sapiens];;;;ErbB signaling pathway [Homo sapiens];mTOR signaling pathway [Homo sapiens];Apoptosis [Homo sapiens];VEGF signaling pathway [Homo sapiens];Focal adhesion [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];T cell receptor signaling pathway [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Leukocyte transendothelial migration [Homo sapiens];Regulation of actin cytoskeleton [Homo sapiens];Insulin signaling pathway [Homo sapiens];Type II diabetes mellitus [Homo sapiens];Colorectal cancer [Homo sapiens];Renal cell carcinoma [Homo sapiens];Pancreatic cancer [Homo sapiens];Endometrial cancer [Homo sapiens];Glioma [Homo sapiens];Prostate cancer [Homo sapiens];Melanoma [Homo sapiens];Chronic myeloid leukemia [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Small cell lung cancer [Homo sapiens];Non-small cell lung cancer [Homo sapiens];Phosphatidylinositol signaling system [Homo sapiens];;SNARE interactions in vesicular transport [Homo sapiens];;
proto-oncogene tyrosine-protein kinase SRC [Homo sapiens]	Protein	SRC [Homo sapiens]	128	0	0.9518418653491693	SRC [Homo sapiens]	Gene	Epithelial cell signaling in Helicobacter pylori infection [Homo sapiens];Focal adhesion [Homo sapiens];GnRH signaling pathway [Homo sapiens];Gap junction [Homo sapiens];Adherens junction [Homo sapiens];VEGF signaling pathway [Homo sapiens];ErbB signaling pathway [Homo sapiens];Tight junction [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];Long-term depression [Homo sapiens];B cell receptor signaling pathway [Homo sapiens];muscle_angiogenesis_pathway_blood;ROS_JNK_ERK_pathway_lung;Thrombin_PI3K_pathway_lung
serine/arginine repetitive matrix 1 [Homo sapiens]	Protein	SRRM1 [Homo sapiens]	119	0	1.0474321977528882	SRRM1 [Homo sapiens]	Gene	
signal transducer and activator of transcription 3 isoform 2 [Homo sapiens]	Protein	STAT3 [Homo sapiens]	68	0	1.1385118874609133	STAT3 [Homo sapiens];FIGNL1 [Homo sapiens];NCOR1 [Homo sapiens];SUV420H1 [Homo sapiens]	Gene;Gene;Gene;Gene	Adipocytokine signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];IL-6_atrophy;IL-6_signaling_pathway;IL17_IL6_MUC5B_pathway_lung;;Huntington's disease [Homo sapiens];
signal transducer and activator of transcription 5A [Homo sapiens]	Protein	STAT5A [Homo sapiens]	37	1	1.035910560525415	STAT5A [Homo sapiens];LCP2 [Homo sapiens]	Gene;Gene	Chronic myeloid leukemia [Homo sapiens];ErbB signaling pathway [Homo sapiens];Jak-STAT signaling pathway [Homo sapiens];Acute myeloid leukemia [Homo sapiens];Adipocytokine signaling pathway [Homo sapiens];Pancreatic cancer [Homo sapiens];Toll-like receptor signaling pathway [Homo sapiens];Natural killer cell mediated cytotoxicity [Homo sapiens];Fc epsilon RI signaling pathway [Homo sapiens];T cell receptor signaling pathway [Homo sapiens]
staufen isoform c [Homo sapiens]	Protein	STAU1 [Homo sapiens]	38	1	1.0688976597245967	STAU1 [Homo sapiens];NKTR [Homo sapiens];PA2G4 [Homo sapiens];TMEM189-UBE2V1 [Homo sapiens]	Gene;Gene;Gene;Gene	;;;
